Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2022-12-05 16:12:44Z : PB = 447541248 : In   : ---------------------------- StyleCop.StyleCopCore..ctor(environment=<null>, hostTag=<null>)
2022-12-05 16:17:03Z : PB = 523730944 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:03Z : PB = 523730944 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:03Z : PB = 523730944 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:03Z : PB = 523730944 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:03Z : PB = 523796480 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:03Z : PB = 523927552 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:03Z : PB = 531906560 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:03Z : PB = 531906560 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:03Z : PB = 531906560 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:03Z : PB = 531906560 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:03Z : PB = 531906560 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:03Z : PB = 531906560 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:03Z : PB = 531906560 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:03Z : PB = 531906560 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:03Z : PB = 539090944 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:03Z : PB = 539090944 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:03Z : PB = 539090944 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:03Z : PB = 539090944 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:03Z : PB = 539090944 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:03Z : PB = 539107328 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:03Z : PB = 539107328 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:03Z : PB = 539107328 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:03Z : PB = 542941184 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:03Z : PB = 542941184 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:03Z : PB = 542941184 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:03Z : PB = 542941184 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:03Z : PB = 542941184 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:03Z : PB = 542744576 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:03Z : PB = 542744576 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:03Z : PB = 542744576 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:03Z : PB = 548233216 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:03Z : PB = 548233216 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:03Z : PB = 548233216 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:03Z : PB = 548233216 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:03Z : PB = 548233216 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:03Z : PB = 548233216 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:03Z : PB = 548233216 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:03Z : PB = 548233216 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:03Z : PB = 555360256 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:03Z : PB = 555360256 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:03Z : PB = 555360256 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:03Z : PB = 555360256 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:03Z : PB = 555360256 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:03Z : PB = 555884544 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:03Z : PB = 555900928 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:03Z : PB = 555937792 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:04Z : PB = 561864704 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:04Z : PB = 561864704 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:04Z : PB = 561864704 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:04Z : PB = 561864704 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:04Z : PB = 561864704 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:04Z : PB = 561864704 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:04Z : PB = 561864704 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:04Z : PB = 561864704 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:04Z : PB = 566665216 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:04Z : PB = 566665216 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:04Z : PB = 566665216 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:04Z : PB = 566665216 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:04Z : PB = 566665216 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:04Z : PB = 566665216 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:04Z : PB = 566665216 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:04Z : PB = 566665216 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:04Z : PB = 573009920 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:04Z : PB = 573009920 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:04Z : PB = 573009920 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:04Z : PB = 573009920 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:04Z : PB = 573009920 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:04Z : PB = 573009920 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:04Z : PB = 573009920 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:04Z : PB = 573009920 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:04Z : PB = 578420736 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:04Z : PB = 578486272 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:04Z : PB = 578555904 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:04Z : PB = 578686976 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:04Z : PB = 578752512 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:04Z : PB = 579014656 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:04Z : PB = 579014656 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:04Z : PB = 579014656 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:04Z : PB = 584364032 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:04Z : PB = 584364032 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:04Z : PB = 584364032 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:04Z : PB = 584364032 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:04Z : PB = 584364032 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:04Z : PB = 584364032 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:04Z : PB = 584364032 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:04Z : PB = 584364032 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:04Z : PB = 590766080 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:04Z : PB = 590766080 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:04Z : PB = 590766080 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:04Z : PB = 590766080 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:04Z : PB = 590766080 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:04Z : PB = 591552512 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:04Z : PB = 591552512 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:04Z : PB = 591552512 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:04Z : PB = 598867968 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:04Z : PB = 598867968 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:04Z : PB = 598867968 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:04Z : PB = 598867968 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:04Z : PB = 598867968 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:04Z : PB = 598867968 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:04Z : PB = 598867968 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:04Z : PB = 598867968 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:04Z : PB = 608784384 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:04Z : PB = 608784384 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:04Z : PB = 608784384 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:04Z : PB = 608784384 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:04Z : PB = 608784384 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:04Z : PB = 608784384 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:04Z : PB = 608784384 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:04Z : PB = 608784384 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:05Z : PB = 612233216 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:05Z : PB = 612233216 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:05Z : PB = 612233216 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:05Z : PB = 612233216 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:05Z : PB = 612233216 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:05Z : PB = 615014400 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:05Z : PB = 615014400 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:05Z : PB = 615014400 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:05Z : PB = 618459136 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:05Z : PB = 618459136 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:05Z : PB = 618459136 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:05Z : PB = 618459136 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:05Z : PB = 618459136 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:05Z : PB = 616857600 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:05Z : PB = 616857600 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:05Z : PB = 616857600 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:05Z : PB = 622473216 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:05Z : PB = 622473216 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:05Z : PB = 622473216 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:05Z : PB = 622473216 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:05Z : PB = 622473216 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:05Z : PB = 622473216 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:05Z : PB = 622473216 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:05Z : PB = 622473216 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:05Z : PB = 629530624 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:05Z : PB = 629530624 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:05Z : PB = 629530624 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:05Z : PB = 629530624 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:05Z : PB = 629530624 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:05Z : PB = 629989376 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:05Z : PB = 629989376 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:05Z : PB = 629989376 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:05Z : PB = 636559360 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:05Z : PB = 636559360 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:05Z : PB = 636559360 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:05Z : PB = 636559360 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:05Z : PB = 636559360 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:05Z : PB = 636559360 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:05Z : PB = 636559360 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:05Z : PB = 636559360 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:05Z : PB = 547061760 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:05Z : PB = 547061760 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:05Z : PB = 547061760 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:05Z : PB = 547061760 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:05Z : PB = 547061760 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:05Z : PB = 543526912 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:05Z : PB = 543526912 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:05Z : PB = 543526912 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:06Z : PB = 548122624 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:06Z : PB = 548122624 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:06Z : PB = 548122624 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:06Z : PB = 548122624 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:06Z : PB = 548122624 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:06Z : PB = 548122624 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:06Z : PB = 548122624 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:06Z : PB = 548122624 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:06Z : PB = 551780352 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:06Z : PB = 551780352 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:06Z : PB = 551780352 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:06Z : PB = 551780352 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-05 16:17:06Z : PB = 551780352 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-05 16:17:06Z : PB = 551780352 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-05 16:17:06Z : PB = 551780352 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-05 16:17:06Z : PB = 551780352 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-05 16:17:06Z : PB = 555225088 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-05 16:17:06Z : PB = 555225088 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-05 16:17:06Z : PB = 555225088 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-05 16:17:06Z : PB = 555225088 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-12-05 16:17:06Z : PB = 555225088 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-12-05 16:17:06Z : PB = 555720704 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-12-05 16:17:06Z : PB = 555720704 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
