Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2022-10-09 10:21:06Z : PB = 365338624 : In   : ---------------------------- StyleCop.StyleCopCore..ctor(environment=<null>, hostTag=<null>)
2022-10-09 10:24:30Z : PB = 469024768 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:24:30Z : PB = 469155840 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:24:31Z : PB = 468344832 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:24:31Z : PB = 468344832 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:24:31Z : PB = 468344832 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:24:31Z : PB = 473628672 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:24:31Z : PB = 473628672 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:24:31Z : PB = 473628672 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:24:31Z : PB = 473628672 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:24:31Z : PB = 473628672 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:24:31Z : PB = 473628672 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:24:31Z : PB = 473628672 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:24:31Z : PB = 473628672 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:24:31Z : PB = 480038912 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:24:31Z : PB = 480104448 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:24:31Z : PB = 480235520 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:24:31Z : PB = 480301056 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-10-09 10:24:31Z : PB = 480366592 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-10-09 10:24:31Z : PB = 480497664 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-10-09 10:24:31Z : PB = 480628736 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-10-09 10:24:31Z : PB = 480694272 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-10-09 10:24:31Z : PB = 480759808 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
2022-10-09 10:24:33Z : PB = 481583104 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-10-09 10:24:33Z : PB = 481583104 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-10-09 10:24:33Z : PB = 481583104 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-10-09 10:41:38Z : PB = 436015104 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2022-10-09 10:41:39Z : PB = 436117504 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-10-09 10:41:39Z : PB = 436748288 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-10-09 10:41:39Z : PB = 436748288 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 1])
2022-10-09 10:41:39Z : PB = 436748288 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 1], ignoreCache=True, settingsPath=<null>)
2022-10-09 10:41:39Z : PB = 433623040 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-10-09 10:41:39Z : PB = 432996352 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-10-09 10:41:39Z : PB = 432996352 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:41:39Z : PB = 433000448 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:41:39Z : PB = 433000448 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:41:39Z : PB = 433000448 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:41:39Z : PB = 433000448 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:41:39Z : PB = 438579200 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:41:39Z : PB = 438579200 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:41:39Z : PB = 438579200 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:41:39Z : PB = 438579200 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:41:39Z : PB = 438579200 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:41:39Z : PB = 438583296 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:41:39Z : PB = 438583296 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:41:39Z : PB = 438583296 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:41:39Z : PB = 439955456 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:41:39Z : PB = 439955456 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:41:39Z : PB = 439955456 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:41:39Z : PB = 439955456 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:41:39Z : PB = 439955456 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:41:39Z : PB = 439955456 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:41:39Z : PB = 439955456 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:41:39Z : PB = 439955456 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:41:39Z : PB = 445059072 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:41:39Z : PB = 445059072 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:41:39Z : PB = 445059072 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:41:39Z : PB = 445059072 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:41:39Z : PB = 445059072 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:41:39Z : PB = 445059072 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:41:39Z : PB = 445059072 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:41:39Z : PB = 445059072 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:41:39Z : PB = 450174976 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:41:39Z : PB = 450306048 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:41:39Z : PB = 450371584 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:41:39Z : PB = 450437120 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:41:39Z : PB = 450568192 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:41:39Z : PB = 450568192 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:41:39Z : PB = 450568192 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:41:39Z : PB = 450568192 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:41:39Z : PB = 457363456 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:41:39Z : PB = 457363456 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:41:39Z : PB = 457363456 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:41:39Z : PB = 457363456 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:41:39Z : PB = 457363456 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:41:39Z : PB = 457363456 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:41:39Z : PB = 457363456 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:41:39Z : PB = 457363456 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:41:40Z : PB = 463290368 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:41:40Z : PB = 463355904 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:41:40Z : PB = 463486976 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:41:40Z : PB = 463552512 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:41:40Z : PB = 463683584 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:41:40Z : PB = 464076800 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:41:40Z : PB = 464076800 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:41:40Z : PB = 464076800 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:41:40Z : PB = 469147648 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:41:40Z : PB = 469147648 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:41:40Z : PB = 469147648 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:41:40Z : PB = 469147648 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:41:40Z : PB = 469147648 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:41:40Z : PB = 469147648 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:41:40Z : PB = 469147648 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:41:40Z : PB = 469147648 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:41:40Z : PB = 475803648 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:41:40Z : PB = 475803648 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:41:40Z : PB = 475803648 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:41:40Z : PB = 475803648 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:41:40Z : PB = 475803648 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:41:40Z : PB = 475803648 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:41:40Z : PB = 475803648 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:41:40Z : PB = 475803648 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:41:40Z : PB = 482672640 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:41:40Z : PB = 482672640 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:41:40Z : PB = 482672640 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:41:40Z : PB = 482672640 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:41:40Z : PB = 482672640 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:41:40Z : PB = 482672640 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:41:40Z : PB = 482672640 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:41:40Z : PB = 482672640 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:41:40Z : PB = 488280064 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:41:40Z : PB = 488280064 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:41:40Z : PB = 488280064 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:41:40Z : PB = 488280064 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:41:40Z : PB = 488280064 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:41:40Z : PB = 488280064 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:41:40Z : PB = 488280064 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:41:40Z : PB = 488280064 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:41:40Z : PB = 493514752 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:41:40Z : PB = 493514752 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:41:40Z : PB = 493580288 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:41:40Z : PB = 493645824 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:41:40Z : PB = 493776896 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:41:40Z : PB = 494301184 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:41:40Z : PB = 494301184 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:41:40Z : PB = 494301184 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:41:40Z : PB = 500674560 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:41:40Z : PB = 500674560 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:41:40Z : PB = 500674560 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:41:40Z : PB = 500674560 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:41:40Z : PB = 500674560 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:41:40Z : PB = 500674560 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:41:40Z : PB = 500674560 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:41:40Z : PB = 500674560 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:41:40Z : PB = 506900480 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:41:40Z : PB = 506900480 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:41:40Z : PB = 506900480 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:41:40Z : PB = 506900480 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:41:40Z : PB = 506900480 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:41:40Z : PB = 506900480 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:41:40Z : PB = 506900480 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:41:40Z : PB = 506900480 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:41:41Z : PB = 512851968 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:41:41Z : PB = 512851968 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:41:41Z : PB = 512851968 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:41:41Z : PB = 512851968 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-10-09 10:41:41Z : PB = 512851968 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-10-09 10:41:41Z : PB = 512851968 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-10-09 10:41:41Z : PB = 512851968 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-10-09 10:41:41Z : PB = 512851968 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-10-09 10:41:41Z : PB = 512851968 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
2022-10-09 10:41:42Z : PB = 513265664 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-10-09 10:41:42Z : PB = 513265664 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-10-09 10:41:42Z : PB = 513265664 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-10-09 10:54:16Z : PB = 490356736 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2022-10-09 10:54:16Z : PB = 491286528 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-10-09 10:54:16Z : PB = 491286528 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-10-09 10:54:16Z : PB = 491286528 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 1])
2022-10-09 10:54:16Z : PB = 490635264 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 1], ignoreCache=True, settingsPath=<null>)
2022-10-09 10:54:16Z : PB = 490635264 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-10-09 10:54:16Z : PB = 490639360 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-10-09 10:54:16Z : PB = 490639360 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:54:16Z : PB = 490016768 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:54:16Z : PB = 490016768 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:54:16Z : PB = 490016768 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:54:16Z : PB = 490016768 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:54:16Z : PB = 494624768 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:54:16Z : PB = 494624768 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:54:16Z : PB = 494624768 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:54:16Z : PB = 494624768 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:54:16Z : PB = 494624768 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:54:16Z : PB = 492326912 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:54:16Z : PB = 492326912 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:54:16Z : PB = 492326912 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:54:16Z : PB = 496463872 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:54:16Z : PB = 496463872 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:54:16Z : PB = 496463872 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-10-09 10:54:16Z : PB = 496463872 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-10-09 10:54:16Z : PB = 496463872 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-10-09 10:54:16Z : PB = 496463872 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-10-09 10:54:16Z : PB = 496463872 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-10-09 10:54:16Z : PB = 496463872 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-10-09 10:54:16Z : PB = 500903936 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-10-09 10:54:16Z : PB = 500903936 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-10-09 10:54:16Z : PB = 500903936 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
